User_ID,Calories
13611443,124.74
16383525,296.835
17841776,221.76
10735479,83.16
13117699,195.195
16042685,138.6
10315558,198.66
12304455,24.255
15503276,121.275
10565624,180.18
12458510,15.015
13885247,154.77
11572170,150.15
19911268,8.085
12859596,161.7
15376017,39.27
19921858,39.27
19187230,50.82
10874559,48.51
11746700,10.395
10952850,123.585
16785115,45.045
14951529,205.59
13846186,91.245
10590765,130.515
15032837,165.165
15511677,18.48
18148848,158.235
13172849,82.005
18401432,83.16
14857446,87.78
12734403,215.985
11693744,125.895
10622381,235.62
18548803,33.495
18119523,105.105
13991141,18.48
10677750,41.58
17724752,92.4
17047475,174.405
18908393,225.225
19475479,30.03
10854360,159.39
17425584,17.325
15539064,138.6
14130669,227.535
15015988,131.67
13741485,146.685
13015812,129.36
13939844,133.98
13135068,40.425
13286573,127.05
19246830,135.135
18976105,132.825
14714345,181.335
18319225,62.37
14775199,188.265
10074404,180.18
16366307,48.51
13945114,40.425
16749464,39.27
18521428,114.345
10207737,185.955
10722362,43.89
15316949,120.12
14920065,231
10809847,211.365
12363678,161.7
17804243,115.5
15862195,205.59
12555008,173.25
13788834,95.865
19113986,13.86
19510192,56.595
15831321,169.785
14142930,50.82
16036236,206.745
19962170,185.955
11390035,23.1
16163940,146.685
17847428,285.285
18908334,199.815
17029728,3.465
10082523,36.96
15505673,161.7
12679497,39.27
17438788,34.65
19382988,73.92
13632419,175.56
12432246,105.105
19984594,10.395
14768524,23.1
18107311,180.18
11102823,257.565
11337714,95.865
15422663,58.905
10201123,60.06
10310404,196.35
17001911,8.085
13586767,172.095
11312954,209.055
19873304,232.155
10331021,26.565
10566369,125.895
19286727,34.65
19845852,97.02
18971121,147.84
16784301,158.235
15158798,249.48
12730658,78.54
16649627,148.995
16205668,57.75
15013894,21.945
12286808,34.65
10485469,227.535
13340241,27.72
14093741,80.85
11983925,62.37
11222672,101.64
17862213,27.72
18184462,139.755
14919629,65.835
17551112,145.53
17567644,27.72
17752929,47.355
18452221,32.34
15176055,39.27
10836299,185.955
14734299,23.1
10567350,137.445
13304804,72.765
10638410,66.99
13464795,248.325
13693397,110.88
14347203,184.8
13541948,177.87
12431875,12.705
18290984,140.91
15699085,143.22
17286230,130.515
12037170,10.395
15295331,240.24
13302612,116.655
14255616,76.23
12824130,115.5
12481603,75.075
17977871,54.285
10164017,9.24
13155595,19.635
11627255,116.655
12530320,20.79
14132143,151.305
14940695,66.99
17806572,100.485
14971780,175.56
16691239,222.915
15563989,58.905
10679574,181.335
10176870,190.575
19455108,25.41
18145627,105.105
13361025,10.395
19596964,85.47
18120047,30.03
19554783,65.835
17873138,42.735
12940540,250.635
12338218,54.285
11860761,160.545
16221860,21.945
14662956,92.4
15359537,85.47
19371363,62.37
16364264,177.87
15285889,161.7
11844111,60.06
10907293,91.245
12870966,108.57
17244789,233.31
11185950,274.89
15381308,135.135
16193075,30.03
19166163,212.52
14314848,195.195
11718003,2.31
17985735,187.11
12701312,71.61
10377282,173.25
18979629,211.365
15987356,159.39
15694837,114.345
10160535,147.84
19295195,62.37
19318394,146.685
19941237,12.705
19326172,76.23
13422365,56.595
16412866,48.51
12961279,42.735
15322514,13.86
18742025,280.665
19370901,16.17
16152838,197.505
11589040,278.355
18394669,144.375
19783354,197.505
15351545,60.06
12132600,215.985
12811109,162.855
13079051,362.67
13156882,183.645
15720905,34.65
11372824,203.28
10352361,243.705
13705651,33.495
16859377,114.345
15352402,219.45
11626397,25.41
13744758,285.285
15704485,19.635
11639090,42.735
17172875,135.135
12219500,60.06
17495765,8.085
18147320,78.54
19057565,85.47
16697741,177.87
14165839,190.575
11217409,110.88
11023789,88.935
16838492,99.33
15162283,148.995
16886509,174.405
15281529,227.535
13550814,88.935
15912232,25.41
17844052,185.955
12876943,221.76
10280911,42.735
19287036,155.925
14893331,63.525
12514678,33.495
16685296,60.06
12746799,2.31
10986379,122.43
12209289,32.34
10374360,218.295
19857904,219.45
14899078,76.23
18109896,155.925
10658315,26.565
16614243,19.635
11307336,24.255
16566416,69.3
12128736,58.905
14876896,17.325
14351379,33.495
17184236,219.45
18004108,58.905
14000981,109.725
15744897,249.48
14503730,190.575
12911778,140.91
12810704,79.695
15842647,130.515
17928110,30.03
16245947,25.41
12746398,80.85
15409745,10.395
11889909,83.16
11023601,190.575
13200163,190.575
14234232,73.92
10466078,118.965
16901821,17.325
15818779,36.96
13074999,78.54
14418208,183.645
17837201,26.565
18884271,62.37
13959790,10.395
11082105,277.2
19999394,48.51
18509951,135.135
13943690,189.42
12488317,152.46
19386173,10.395
13439081,85.47
10710630,133.98
19057536,48.51
15596079,215.985
17437832,80.85
10925383,33.495
15350635,19.635
19447279,225.225
10199291,146.685
11037310,45.045
17386243,32.34
17568474,78.54
14116675,105.105
12553644,102.795
13816392,11.55
16427125,213.675
14856859,18.48
15173138,112.035
16489177,50.82
14701673,64.68
11952276,129.36
18146668,42.735
11529339,27.72
13721168,249.48
17327058,122.43
10712255,65.835
11647949,137.445
11326795,110.88
10121663,38.115
12242593,122.43
17167096,180.18
12398043,86.625
15869217,150.15
15608003,164.01
15148449,139.755
10083227,165.165
11341405,142.065
17415559,214.83
12355386,61.215
10029283,196.35
10483979,90.09
17175333,210.21
16115051,63.525
16616022,173.25
19263430,24.255
17570700,30.03
14210556,103.95
11031105,105.105
18517438,91.245
13263452,225.225
17636680,65.835
15998462,110.88
10923384,45.045
10719211,20.79
14807514,19.635
15046678,94.71
18818959,127.05
15142192,185.955
11682404,189.42
19330869,17.325
15546601,98.175
10425714,147.84
18936440,68.145
17396723,6.93
17061308,94.71
12777154,170.94
19349772,9.24
18368929,61.215
10927426,98.175
11120168,138.6
14150444,236.775
18829534,15.015
15386312,221.76
10326650,20.79
16735987,50.82
16154968,198.66
18233908,182.49
17734647,12.705
11814565,124.74
16650415,129.36
16392133,76.23
19531492,41.58
14513854,21.945
14212755,56.595
15572882,172.095
12989515,4.62
16566986,237.93
17475896,128.205
14839482,261.03
11732358,64.68
11729396,34.65
12059109,77.385
11127484,128.205
16208945,229.845
16089746,98.175
11949730,6.93
12945677,252.945
14739798,187.11
14908200,219.45
13628657,219.45
11282751,46.2
16380066,46.2
15480584,9.24
17131884,35.805
11282393,150.15
11400717,36.96
14759700,160.545
10742434,13.86
13889235,63.525
11210225,55.44
15183212,184.8
15089940,77.385
19007638,205.59
16665718,91.245
18904172,36.96
12895547,161.7
14727757,99.33
15688519,112.035
14525296,250.635
13531444,101.64
15851748,146.685
17757572,36.96
19102149,21.945
15160402,139.755
11505365,46.2
15488420,55.44
13804351,225.225
17178684,60.06
17169981,9.24
13293552,157.08
12004059,23.1
16515805,12.705
14743686,166.32
19241040,68.145
10111843,61.215
16422754,43.89
10894310,175.56
13602949,39.27
10382399,13.86
18594088,1.155
17461948,227.535
10837809,143.22
14604646,138.6
17332364,55.44
14091044,99.33
14589218,213.675
16684195,56.595
13041261,56.595
13903450,55.44
15254554,93.555
16463021,158.235
13101491,132.825
17390229,107.415
17252426,39.27
18795135,196.35
14978264,43.89
16716392,160.545
11847392,99.33
16402578,200.97
18747756,16.17
15592605,227.535
14298031,123.585
19230637,122.43
12748523,12.705
15091309,28.875
13676898,138.6
14175143,174.405
19959990,105.105
18764725,109.725
18190914,137.445
16994274,11.55
19017641,110.88
13269063,106.26
12825803,183.645
12404748,195.195
19889686,107.415
17373549,95.865
12652678,133.98
15607712,86.625
16652585,158.235
17475382,91.245
14469039,26.565
17475598,21.945
19044146,60.06
15464679,87.78
17550893,54.285
13148729,143.22
15057307,32.34
10491902,146.685
11291448,116.655
13714424,173.25
16058577,39.27
11194446,64.68
11292568,182.49
14980446,148.995
13124043,50.82
12030616,76.23
18456986,209.055
16000348,91.245
17448700,167.475
14976657,207.9
15048165,93.555
16518456,86.625
17388343,4.62
14503274,127.05
17077938,40.425
17280595,26.565
15310841,202.125
16091848,158.235
19241743,191.73
19330010,157.08
16312785,180.18
11939048,42.735
13645476,112.035
12302947,88.935
12935967,180.18
17021929,66.99
12072919,61.215
19682415,124.74
17719877,64.68
12000110,118.965
17014420,189.42
10654238,84.315
11341181,3.465
13263201,92.4
10753894,101.64
18676028,85.47
17220443,108.57
10097220,23.1
10311591,47.355
16913565,129.36
12065881,79.695
14978910,150.15
15182279,115.5
16256574,195.195
13763873,211.365
18600096,243.705
16468967,26.565
12659452,66.99
12868053,5.775
16252432,71.61
13467771,16.17
15039984,226.38
14178497,94.71
16270792,188.265
15708155,124.74
12660693,100.485
13681001,105.105
19876880,214.83
16865355,39.27
11272113,70.455
13228655,130.515
17863685,12.705
14272817,48.51
18676471,8.085
10500591,99.33
14519582,40.425
15927085,168.63
19674610,43.89
19382612,206.745
11858495,34.65
14525242,82.005
11948938,75.075
15046022,5.775
11846177,219.45
10910225,41.58
12720868,73.92
16969672,277.2
13686861,244.86
15028308,124.74
17100459,17.325
15794029,176.715
18903525,61.215
18088844,164.01
16375565,85.47
14451187,173.25
19252517,98.175
19954897,17.325
14386991,21.945
14863545,10.395
15511586,11.55
15022966,6.93
12871421,155.925
18057181,232.155
10058690,267.96
18871900,60.06
11027975,26.565
19085313,106.26
17143275,114.345
18864632,47.355
12769000,221.76
16156697,8.085
10131926,133.98
17046316,138.6
11896131,10.395
19460187,13.86
19354925,16.17
12870156,40.425
11443833,187.11
18272188,244.86
12778129,116.655
11345999,167.475
16908484,9.24
13582524,56.595
17331963,48.51
18986390,94.71
17452289,13.86
10426349,107.415
14384732,45.045
15998213,179.025
15533272,103.95
17072398,79.695
17211149,153.615
19713210,77.385
13815395,26.565
18267525,6.93
16508917,224.07
10445424,9.24
11570934,66.99
14160023,138.6
12574867,65.835
16646989,102.795
15292175,105.105
10324121,165.165
10341991,180.18
15072374,27.72
14854168,21.945
10363700,279.51
16488458,155.925
10613350,16.17
18890018,219.45
16378171,128.205
11333721,54.285
14838024,199.815
13719219,173.25
16160546,34.65
13806865,140.91
14611370,249.48
19468881,240.24
17145803,15.015
10404148,45.045
14110534,68.145
10361640,174.405
12017526,2.31
18011722,99.33
14106041,130.515
18893096,196.35
16929000,31.185
16539107,6.93
11690321,166.32
12149605,39.27
18950001,72.765
10463486,91.245
10034058,71.61
12133833,65.835
11698813,12.705
18175714,185.955
15376428,43.89
17923841,27.72
13894704,151.305
10502259,232.155
19545737,120.12
14522123,202.125
11352174,69.3
11598389,9.24
16405106,239.085
19928569,85.47
16724437,118.965
11648375,11.55
10283089,77.385
13230524,28.875
13440939,62.37
19906933,84.315
12429563,107.415
13387471,30.03
10196677,86.625
13848583,144.375
12388580,169.785
19737155,19.635
10096522,116.655
12690065,76.23
15764363,50.82
19509994,133.98
12106575,18.48
12578905,12.705
15253251,56.595
17312164,90.09
17930508,20.79
17385529,5.775
16333757,107.415
17619111,13.86
11462734,13.86
16428584,40.425
11676381,45.045
15905404,48.51
16077406,13.86
15603034,87.78
17301298,160.545
10921184,183.645
17253275,116.655
16154164,2.31
15710102,191.73
15768703,6.93
16031078,60.06
10583671,181.335
19226537,161.7
16991735,118.965
18566703,278.355
12079828,41.58
16254780,13.86
11678057,105.105
18447804,76.23
16954889,71.61
13964681,131.67
10562379,13.86
19653903,207.9
16897876,19.635
12808543,85.47
19941820,213.675
11769784,144.375
11583997,10.395
16271091,105.105
12523601,45.045
18481194,190.575
18165149,110.88
16100787,39.27
12924695,157.08
17557307,41.58
14526211,49.665
10530197,82.005
18293094,46.2
10687000,188.265
17887624,217.14
13510620,16.17
16994106,10.395
18591421,54.285
16583091,168.63
15814407,218.295
14353562,78.54
13396008,60.06
17761956,66.99
13685979,23.1
12562714,82.005
16106250,69.3
14912530,27.72
12790385,121.275
17483493,26.565
12412298,226.38
14806334,80.85
16636721,21.945
12295344,83.16
10413805,35.805
18284780,80.85
13481966,131.67
16130359,5.775
18648123,187.11
12006675,117.81
10260043,34.65
13646159,191.73
18331223,20.79
18050793,46.2
19851050,16.17
12411828,155.925
17590100,166.32
14923338,86.625
19385382,40.425
16178848,13.86
17768835,125.895
11874293,25.41
14267850,158.235
11685376,103.95
11544557,88.935
11483730,165.165
18728608,94.71
15309902,128.205
19069422,153.615
10699781,15.015
12346765,35.805
13460239,139.755
19127767,47.355
19623536,115.5
13724595,140.91
14724770,57.75
19058297,56.595
10530300,247.17
17120461,203.28
17188766,173.25
17918574,167.475
13251809,82.005
18278454,85.47
11963638,211.365
17277065,17.325
15906490,142.065
16325355,127.05
11519009,135.135
11721128,189.42
10554747,77.385
12530660,9.24
12263999,84.315
16435736,17.325
15813794,75.075
15715378,42.735
18476144,139.755
19085705,82.005
19890878,135.135
10241519,26.565
12793069,191.73
15330323,109.725
15647467,3.465
19743732,165.165
18618078,4.62
17503482,236.775
10028780,87.78
17164452,47.355
17551114,90.09
15987630,5.775
16509162,26.565
12421249,267.96
12429676,115.5
13172958,97.02
14414496,55.44
12964208,164.01
18883192,9.24
16871011,8.085
16807137,172.095
11476534,122.43
18036473,71.61
18168592,102.795
12698942,206.745
17549375,45.045
12619351,239.085
19125737,8.085
15417547,75.075
18723537,28.875
12341136,84.315
12609769,124.74
13460467,213.675
17926631,124.74
17050506,132.825
10763040,34.65
15920115,219.45
15019770,68.145
10583829,53.13
13053708,213.675
18147883,19.635
10662184,227.535
10151428,90.09
16131570,97.02
17136693,13.86
15482468,147.84
16819144,132.825
12768402,19.635
12980735,177.87
12694662,120.12
11962233,100.485
13218598,237.93
11455433,49.665
10529633,72.765
13044360,158.235
18294429,35.805
13873228,25.41
12006711,46.2
15172637,140.91
16890948,117.81
18813111,228.69
17883082,205.59
18226303,125.895
10424923,173.25
15492056,139.755
19245364,28.875
15091991,79.695
14662485,195.195
14180543,42.735
17911757,131.67
16821445,71.61
12520261,112.035
11897253,105.105
16684429,92.4
12734223,235.62
18790504,174.405
19896062,23.1
13073159,153.615
18079088,73.92
17191800,27.72
17352375,69.3
16953277,211.365
11923028,43.89
13270565,139.755
14843952,173.25
11007329,87.78
16662695,188.265
10264634,55.44
10479179,23.1
18282322,33.495
10285556,26.565
11375991,66.99
14285460,181.335
13851025,112.035
13725302,24.255
14861386,217.14
19872887,127.05
10211651,116.655
11972182,6.93
15579682,21.945
11371337,28.875
17220466,138.6
12917234,206.745
17081401,132.825
14556630,133.98
19449486,40.425
11526566,48.51
11569838,69.3
12262135,69.3
17486297,203.28
16644341,3.465
16048075,10.395
17859714,9.24
11789688,33.495
12321468,8.085
10344316,242.55
19123344,13.86
14474568,25.41
19836836,98.175
17177794,170.94
11702467,158.235
19390875,8.085
11473760,82.005
12031314,68.145
17784068,20.79
19352299,19.635
17321957,116.655
11728393,228.69
15770843,40.425
18875049,61.215
19896812,203.28
18146125,175.56
11673300,16.17
13122222,64.68
10769898,82.005
11267173,311.85
18725130,66.99
14316328,63.525
13460654,70.455
15056843,39.27
17759646,56.595
18498182,118.965
13126814,41.58
15438943,13.86
12142970,13.86
10145022,73.92
15217102,213.675
18734065,109.725
13100619,122.43
19941033,145.53
14747428,98.175
14095043,203.28
16438829,41.58
14971039,169.785
11973957,87.78
11378800,117.81
18881969,34.65
13807859,50.82
17921612,69.3
13979985,97.02
15630986,239.085
15481999,105.105
11093186,84.315
10250780,61.215
14693952,62.37
14193376,57.75
13725532,180.18
18537428,123.585
16352651,30.03
11090303,189.42
19038048,26.565
12503152,71.61
10964398,72.765
18218453,105.105
10800990,61.215
13581119,153.615
15060881,77.385
15183337,49.665
10601792,181.335
18750212,16.17
12626916,42.735
15800905,161.7
15814922,85.47
15971438,214.83
13421628,269.115
10698004,167.475
18797618,229.845
17403075,56.595
17272538,4.62
16014802,152.46
15868612,42.735
14034778,12.705
12801794,207.9
16829670,85.47
17901486,16.17
11290722,26.565
13775465,105.105
12113548,54.285
14951216,93.555
13032527,90.09
17280545,127.05
16535331,34.65
14028377,202.125
19455241,202.125
14320607,36.96
11772753,90.09
17066422,219.45
12841523,204.435
14682069,25.41
13783030,207.9
11933707,177.87
16402304,24.255
19363282,55.44
16991682,139.755
17492547,94.71
16971500,48.51
13086636,147.84
15439851,272.58
19633240,212.52
15922334,8.085
10589768,86.625
19091100,48.51
11569781,187.11
12011673,135.135
16677930,51.975
14651283,31.185
15934377,114.345
10877907,87.78
16581155,117.81
12831258,18.48
10899952,27.72
16247462,202.125
15391819,57.75
19676857,10.395
13044466,28.875
10381933,168.63
16171290,135.135
12150397,87.78
17181471,65.835
13987360,227.535
11800007,234.465
16833337,21.945
19359534,133.98
13395260,54.285
15740792,33.495
17566450,21.945
13806415,23.1
19986370,247.17
13531149,84.315
19025353,49.665
13571433,224.07
18821278,118.965
16616757,23.1
13544263,155.925
17341420,8.085
19962435,121.275
17360501,8.085
17813684,125.895
19315734,9.24
13761965,32.34
10244000,15.015
16578345,165.165
18708916,13.86
11877816,129.36
15070037,19.635
11743129,51.975
16843490,243.705
18557816,116.655
11658955,93.555
10414602,196.35
10834489,179.025
15919796,47.355
13019750,121.275
11362951,79.695
16187872,38.115
19238785,17.325
13005855,85.47
12393209,68.145
18678172,109.725
13790614,9.24
18548442,269.115
10162683,128.205
17079569,53.13
10356022,244.86
17538416,33.495
13843078,172.095
13808692,155.925
16540682,3.465
16259836,116.655
11876292,195.195
18905927,217.14
17553234,146.685
19999257,129.36
11560169,140.91
18695270,122.43
13945472,172.095
17762788,147.84
17166077,194.04
10014515,41.58
19540261,162.855
19091879,180.18
17993440,62.37
10890600,33.495
13132405,117.81
14325469,210.21
19738383,3.465
14194141,82.005
18516704,47.355
18849982,21.945
14435938,53.13
14647387,174.405
14468088,120.12
11400795,124.74
13710236,98.175
16920179,165.165
14466129,51.975
13989217,21.945
15521491,11.55
16769607,257.565
15025623,38.115
17045391,114.345
18752401,69.3
17714049,24.255
13538142,51.975
12491906,124.74
14909400,115.5
18270999,12.705
17290797,206.745
12068542,23.1
15115613,69.3
17755264,51.975
18387980,15.015
14704939,27.72
17526765,195.195
16738758,195.195
12135008,34.65
14330210,40.425
14230580,61.215
19108636,45.045
12671365,197.505
17906117,71.61
17296410,78.54
12450071,118.965
15242219,231
19649423,25.41
14641755,57.75
11886308,210.21
19611376,55.44
19894655,71.61
15946455,72.765
10655510,6.93
11167982,211.365
17870994,19.635
17841249,249.48
12642495,83.16
14766422,187.11
17909635,25.41
19211851,20.79
11119175,189.42
15451811,48.51
16323163,46.2
14545588,135.135
18357633,278.355
12259016,129.36
18746467,127.05
15284867,202.125
16212488,20.79
18720583,220.605
18821136,158.235
15269624,222.915
18231632,133.98
17079427,48.51
12860454,5.775
10580116,106.26
10877086,209.055
19488650,10.395
18307612,26.565
15264601,84.315
19990709,191.73
16502345,45.045
15159011,71.61
13301978,16.17
14185686,58.905
13033070,8.085
13795382,8.085
15538369,93.555
12283845,78.54
18376618,125.895
15585440,197.505
17795018,192.885
13777224,197.505
13077831,24.255
19841917,155.925
12416063,17.325
11263414,128.205
10906559,140.91
17148037,143.22
10871405,167.475
10252570,47.355
13452052,60.06
18472321,151.305
13438528,272.58
12695869,84.315
17350386,80.85
17571120,78.54
17164355,24.255
16312147,146.685
19566400,100.485
11028954,203.28
18713617,103.95
16435400,113.19
13266243,185.955
11739072,65.835
12738257,49.665
16571569,217.14
15135077,127.05
17980382,94.71
11424977,161.7
17588302,8.085
13938429,135.135
13070578,36.96
17799813,54.285
14121357,21.945
10011812,63.525
11640778,72.765
10929478,128.205
14252062,173.25
15084463,78.54
19577342,82.005
15426195,180.18
19031096,11.55
12097174,219.45
18445846,47.355
16138033,17.325
19642773,313.005
11500226,139.755
14075865,3.465
13586756,32.34
15404220,46.2
14860278,35.805
10600476,33.495
15092128,182.49
12866382,219.45
13197304,217.14
14248532,138.6
15732648,248.325
17751489,5.775
13844905,243.705
14870963,176.715
11577645,138.6
11519327,66.99
15333223,11.55
19766760,108.57
13173787,10.395
18787703,21.945
10849136,8.085
16440078,98.175
11756833,15.015
14719628,50.82
14935568,2.31
17575596,165.165
10206507,68.145
17905387,114.345
16644252,19.635
14810869,161.7
15367074,6.93
11014521,12.705
13104052,68.145
19514840,170.94
12658410,19.635
16022104,65.835
10131251,184.8
12882823,125.895
14269819,13.86
16684330,183.645
17609750,19.635
15093262,49.665
14684931,16.17
16543055,221.76
14108894,90.09
16508084,48.51
19487257,25.41
19396931,139.755
18867459,71.61
12148591,80.85
17603335,239.085
10324929,189.42
17690546,33.495
19047835,79.695
15700578,10.395
18436494,236.775
12564106,79.695
13937147,87.78
12312127,153.615
14811894,19.635
16568055,153.615
17927970,159.39
13025471,167.475
15798343,50.82
12525887,199.815
11447697,95.865
11247583,8.085
15577578,132.825
18866947,62.37
16341116,115.5
13666806,8.085
14043610,17.325
13560201,137.445
13997991,124.74
11462202,62.37
12951251,8.085
11481094,117.81
18907327,57.75
19371539,79.695
10387414,173.25
11327002,169.785
18891825,84.315
18558780,65.835
12180222,225.225
16117769,227.535
16833000,90.09
12663144,170.94
15653070,183.645
15053436,117.81
13325818,95.865
12259767,4.62
18202711,175.56
11848237,15.015
10484454,181.335
10083928,32.34
16073175,98.175
15388958,13.86
10478823,71.61
12076838,153.615
11063728,38.115
11136737,154.77
19575559,43.89
10621456,75.075
12917082,48.51
12245709,120.12
12879216,192.885
17565489,147.84
11083075,206.745
14035758,28.875
16590884,33.495
17779772,229.845
16743442,123.585
15589541,125.895
16608705,92.4
11548493,47.355
11171425,192.885
15735157,94.71
16323950,24.255
19102304,161.7
18969791,129.36
17095080,83.16
11800713,3.465
16704757,108.57
14044213,151.305
13067988,46.2
16791435,27.72
18647717,264.495
11448048,204.435
14519835,78.54
14684274,5.775
12298601,58.905
16079391,164.01
10592395,23.1
17455959,32.34
16096368,254.1
12835963,34.65
14880329,32.34
12013177,57.75
12522065,47.355
11433522,63.525
14472017,34.65
19431944,51.975
13303543,26.565
10633705,146.685
16014607,142.065
15149698,194.04
13882622,160.545
16438064,15.015
12804422,148.995
10654757,242.55
12788936,162.855
16695436,143.22
15431625,32.34
14395577,15.015
16026910,169.785
13419591,114.345
10439176,15.015
10539993,41.58
15777808,169.785
17886937,91.245
10327320,184.8
11956200,69.3
18853314,83.16
12151296,136.29
13687243,75.075
10493663,170.94
18273470,153.615
11448670,254.1
18011705,99.33
11050843,233.31
11396322,21.945
16289546,155.925
12770387,133.98
14222177,142.065
19287279,110.88
10914233,26.565
14534591,43.89
19373928,26.565
15917218,162.855
12155209,122.43
15914449,43.89
12132331,28.875
10757752,60.06
11587016,21.945
11039991,123.585
19054236,185.955
16208802,164.01
19742571,23.1
18320121,33.495
10953410,4.62
13771544,10.395
14784475,11.55
15346451,168.63
16741713,6.93
16652577,160.545
12121222,143.22
10429031,168.63
16556201,28.875
14304052,90.09
16654017,191.73
13368690,12.705
14026545,16.17
18153224,93.555
16174483,60.06
17492258,136.29
19614585,131.67
18777930,161.7
19614404,9.24
12163871,2.31
19119756,187.11
10866924,87.78
19535672,99.33
14057358,255.255
13117579,54.285
12051724,204.435
11597153,113.19
12958377,318.78
18059709,112.035
14056325,261.03
19724958,97.02
16886392,307.23
15568308,36.96
10770371,15.015
15168576,78.54
15105311,128.205
16303342,49.665
18663752,233.31
11666208,98.175
11368510,123.585
12424830,72.765
19049706,57.75
14798386,129.36
12675600,12.705
18680931,183.645
15737831,210.21
16788844,79.695
15635372,202.125
17008515,9.24
12663057,200.97
10384770,26.565
12328096,107.415
13018937,18.48
18849126,42.735
16408479,5.775
13589867,136.29
13130803,11.55
16894712,85.47
18089110,101.64
10155559,99.33
18607938,128.205
10846576,27.72
14421345,174.405
16716471,157.08
18970960,10.395
10224390,124.74
15934903,24.255
13854199,237.93
16044841,109.725
18716245,51.975
10365426,185.955
10157076,39.27
18316902,158.235
14533728,12.705
10030155,181.335
13999064,133.98
19583303,62.37
17689475,65.835
16642813,21.945
12736185,64.68
14706546,51.975
14022979,195.195
12792706,65.835
15420566,180.18
17557831,46.2
14312118,213.675
18857418,85.47
12764118,103.95
12226404,153.615
16250058,39.27
17554153,136.29
15880408,21.945
11492514,213.675
17615160,12.705
17418995,45.045
17850748,117.81
17227640,98.175
17261510,11.55
14524071,254.1
18687349,118.965
14376196,8.085
17974635,42.735
13412913,43.89
16333560,196.35
11793437,28.875
18752018,129.36
11813226,6.93
17124674,131.67
11694485,34.65
19896929,159.39
19318419,121.275
16901819,46.2
11963924,165.165
19713379,17.325
14500931,56.595
